species,climate,variant,scenario_name,description,source_path,resistance_path,suitability_exponent,suitability_weight,land_weight,pa_multiplier,reduce_full_barriers,source_exists,resistance_exists,inputs_exist,radius,status,error_message,start_time,finish_time,elapsed_minutes,cumulative_current_path,normalized_current_path,flow_potential_path,classified_resistance_path
mys,hist,suitability_weighted,mys_hist_suitability_weighted,Suitability receives 75% of component weight,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/suitability_weighted/mys/mys_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/suitability_weighted/mys/mys_hist_resistance.tif,3,0.75,0.25,0.75,FALSE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
pal,hist,baseline,pal_hist_baseline,Main resistance model,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/baseline/pal/pal_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/baseline/pal/pal_hist_resistance.tif,3,0.5,0.5,0.75,FALSE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
pal,hist,land_weighted,pal_hist_land_weighted,Land cover receives 75% of component weight,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/land_weighted/pal/pal_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/land_weighted/pal/pal_hist_resistance.tif,3,0.25,0.75,0.75,FALSE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
pal,hist,no_pa_effect,pal_hist_no_pa_effect,Protected areas do not modify resistance,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/no_pa_effect/pal/pal_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/no_pa_effect/pal/pal_hist_resistance.tif,3,0.5,0.5,1,FALSE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
pal,hist,pa_full_barriers,pal_hist_pa_full_barriers,Protected areas may modify full land-cover barriers,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/pa_full_barriers/pal/pal_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/pa_full_barriers/pal/pal_hist_resistance.tif,3,0.5,0.5,0.75,TRUE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
pal,hist,shallow_suitability,pal_hist_shallow_suitability,Shallower suitability-resistance curve,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/shallow_suitability/pal/pal_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/shallow_suitability/pal/pal_hist_resistance.tif,2,0.5,0.5,0.75,FALSE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
pal,hist,steep_suitability,pal_hist_steep_suitability,Steeper suitability-resistance curve,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/steep_suitability/pal/pal_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/steep_suitability/pal/pal_hist_resistance.tif,4,0.5,0.5,0.75,FALSE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
pal,hist,strong_pa_effect,pal_hist_strong_pa_effect,Protected areas reduce resistance by 50%,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/strong_pa_effect/pal/pal_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/strong_pa_effect/pal/pal_hist_resistance.tif,3,0.5,0.5,0.5,FALSE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
pal,hist,suitability_weighted,pal_hist_suitability_weighted,Suitability receives 75% of component weight,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/suitability_weighted/pal/pal_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/suitability_weighted/pal/pal_hist_resistance.tif,3,0.75,0.25,0.75,FALSE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
sim,hist,baseline,sim_hist_baseline,Main resistance model,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/baseline/sim/sim_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/baseline/sim/sim_hist_resistance.tif,3,0.5,0.5,0.75,FALSE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
sim,hist,land_weighted,sim_hist_land_weighted,Land cover receives 75% of component weight,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/land_weighted/sim/sim_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/land_weighted/sim/sim_hist_resistance.tif,3,0.25,0.75,0.75,FALSE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
sim,hist,no_pa_effect,sim_hist_no_pa_effect,Protected areas do not modify resistance,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/no_pa_effect/sim/sim_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/no_pa_effect/sim/sim_hist_resistance.tif,3,0.5,0.5,1,FALSE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
sim,hist,pa_full_barriers,sim_hist_pa_full_barriers,Protected areas may modify full land-cover barriers,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/pa_full_barriers/sim/sim_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/pa_full_barriers/sim/sim_hist_resistance.tif,3,0.5,0.5,0.75,TRUE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
sim,hist,shallow_suitability,sim_hist_shallow_suitability,Shallower suitability-resistance curve,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/shallow_suitability/sim/sim_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/shallow_suitability/sim/sim_hist_resistance.tif,2,0.5,0.5,0.75,FALSE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
sim,hist,steep_suitability,sim_hist_steep_suitability,Steeper suitability-resistance curve,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/steep_suitability/sim/sim_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/steep_suitability/sim/sim_hist_resistance.tif,4,0.5,0.5,0.75,FALSE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
sim,hist,strong_pa_effect,sim_hist_strong_pa_effect,Protected areas reduce resistance by 50%,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/strong_pa_effect/sim/sim_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/strong_pa_effect/sim/sim_hist_resistance.tif,3,0.5,0.5,0.5,FALSE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
sim,hist,suitability_weighted,sim_hist_suitability_weighted,Suitability receives 75% of component weight,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/suitability_weighted/sim/sim_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/suitability_weighted/sim/sim_hist_resistance.tif,3,0.75,0.25,0.75,FALSE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
ten,hist,baseline,ten_hist_baseline,Main resistance model,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/baseline/ten/ten_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/baseline/ten/ten_hist_resistance.tif,3,0.5,0.5,0.75,FALSE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
ten,hist,land_weighted,ten_hist_land_weighted,Land cover receives 75% of component weight,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/land_weighted/ten/ten_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/land_weighted/ten/ten_hist_resistance.tif,3,0.25,0.75,0.75,FALSE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
ten,hist,no_pa_effect,ten_hist_no_pa_effect,Protected areas do not modify resistance,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/no_pa_effect/ten/ten_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/no_pa_effect/ten/ten_hist_resistance.tif,3,0.5,0.5,1,FALSE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
ten,hist,pa_full_barriers,ten_hist_pa_full_barriers,Protected areas may modify full land-cover barriers,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/pa_full_barriers/ten/ten_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/pa_full_barriers/ten/ten_hist_resistance.tif,3,0.5,0.5,0.75,TRUE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
ten,hist,shallow_suitability,ten_hist_shallow_suitability,Shallower suitability-resistance curve,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/shallow_suitability/ten/ten_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/shallow_suitability/ten/ten_hist_resistance.tif,2,0.5,0.5,0.75,FALSE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
ten,hist,steep_suitability,ten_hist_steep_suitability,Steeper suitability-resistance curve,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/steep_suitability/ten/ten_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/steep_suitability/ten/ten_hist_resistance.tif,4,0.5,0.5,0.75,FALSE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
ten,hist,strong_pa_effect,ten_hist_strong_pa_effect,Protected areas reduce resistance by 50%,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/strong_pa_effect/ten/ten_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/strong_pa_effect/ten/ten_hist_resistance.tif,3,0.5,0.5,0.5,FALSE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
ten,hist,suitability_weighted,ten_hist_suitability_weighted,Suitability receives 75% of component weight,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/suitability_weighted/ten/ten_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/suitability_weighted/ten/ten_hist_resistance.tif,3,0.75,0.25,0.75,FALSE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
vir,hist,baseline,vir_hist_baseline,Main resistance model,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/baseline/vir/vir_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/baseline/vir/vir_hist_resistance.tif,3,0.5,0.5,0.75,FALSE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
vir,hist,land_weighted,vir_hist_land_weighted,Land cover receives 75% of component weight,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/land_weighted/vir/vir_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/land_weighted/vir/vir_hist_resistance.tif,3,0.25,0.75,0.75,FALSE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
vir,hist,no_pa_effect,vir_hist_no_pa_effect,Protected areas do not modify resistance,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/no_pa_effect/vir/vir_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/no_pa_effect/vir/vir_hist_resistance.tif,3,0.5,0.5,1,FALSE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
vir,hist,pa_full_barriers,vir_hist_pa_full_barriers,Protected areas may modify full land-cover barriers,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/pa_full_barriers/vir/vir_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/pa_full_barriers/vir/vir_hist_resistance.tif,3,0.5,0.5,0.75,TRUE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
vir,hist,shallow_suitability,vir_hist_shallow_suitability,Shallower suitability-resistance curve,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/shallow_suitability/vir/vir_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/shallow_suitability/vir/vir_hist_resistance.tif,2,0.5,0.5,0.75,FALSE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
vir,hist,steep_suitability,vir_hist_steep_suitability,Steeper suitability-resistance curve,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/steep_suitability/vir/vir_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/steep_suitability/vir/vir_hist_resistance.tif,4,0.5,0.5,0.75,FALSE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
vir,hist,strong_pa_effect,vir_hist_strong_pa_effect,Protected areas reduce resistance by 50%,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/strong_pa_effect/vir/vir_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/strong_pa_effect/vir/vir_hist_resistance.tif,3,0.5,0.5,0.5,FALSE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
vir,hist,suitability_weighted,vir_hist_suitability_weighted,Suitability receives 75% of component weight,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/suitability_weighted/vir/vir_hist_source.tif,C:/Users/terre/Documents/R/vaccinium/connectivity_inputs/sensitivity_analysis/suitability_weighted/vir/vir_hist_resistance.tif,3,0.75,0.25,0.75,FALSE,TRUE,TRUE,TRUE,5,not_started,NA,NA,NA,NA,NA,NA,NA,NA
