gbifID,accessRights,bibliographicCitation,language,license,modified,publisher,references,rightsHolder,type,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,recordedByID,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,caste,behavior,vitality,establishmentMeans,degreeOfEstablishment,pathway,georeferenceVerificationStatus,occurrenceStatus,preparations,disposition,associatedOccurrences,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,organismScope,associatedOrganisms,previousIdentifications,organismRemarks,materialEntityID,materialEntityRemarks,verbatimLabel,materialSampleID,eventID,parentEventID,eventType,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,fieldNotes,eventRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,verbatimIdentification,identificationQualifier,typeStatus,identifiedBy,identifiedByID,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,superfamily,family,subfamily,tribe,subtribe,genus,genericName,subgenus,infragenericEpithet,specificEpithet,infraspecificEpithet,cultivarEpithet,taxonRank,verbatimTaxonRank,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,datasetKey,publishingCountry,lastInterpreted,elevation,elevationAccuracy,depth,depthAccuracy,distanceFromCentroidInMeters,issue,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,subgenusKey,speciesKey,species,acceptedScientificName,verbatimScientificName,typifiedName,protocol,lastParsed,lastCrawled,repatriated,relativeOrganismQuantity,projectId,isSequenced,gbifRegion,publishedByGbifRegion,level0Gid,level0Name,level1Gid,level1Name,level2Gid,level2Name,level3Gid,level3Name,iucnRedListCategory
4876074719,,,en,CC_BY_NC_4_0,2016-07-10 21:00,,https://sernecportal.org/portal/collections/individual/index.php?occid=10251943,,,,3e0c5f10-0b35-44c5-8084-3775df06070b,,UARK,,,,PRESERVED_SPECIMEN,,,,d3d06e84-766a-4751-801d-1284e16aae31,UARK022833,6 Ex.,R. G. Chenowith,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,1975-04-12,,102,102,1975,4,12,"April 12, 1975",Roadside.,,,,,,,,,,NORTH_AMERICA,,,,US,Arkansas,Lonoke,,"1.4 miles north of the intersection of State Roads 38 and 319 on 319, at the side of the road by barbed-wire fence.",,,,,,,,,35.005152,-91.963333,363,,,,,,,,karenseale,,,GeoLocate (CoGe),"Used Google Hybrid & Streets maps, measured 1.4 mi. north jct. Hwy 38 & 319; drew polygon.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,104584,,,,,,,,Vaccinium virgatum Aiton,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Asterids|Ericales|Ericaceae|Vaccinium,Plantae,Tracheophyta,Magnoliopsida,Ericales,,Ericaceae,,,,Vaccinium,Vaccinium,,,virgatum,,,SPECIES,,,,SYNONYM,,,f523ee81-ea8c-4b30-a058-4375747e692a,US,2024-11-02 14:50,,,,,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;INSTITUTION_MATCH_FUZZY,StillImage,TRUE,FALSE,2882884,2882849,6,7707728,220,1353,2505,2882813,,2882849,Vaccinium corymbosum,Vaccinium corymbosum L.,Vaccinium virgatum,,DWC_ARCHIVE,2024-11-02 14:50,2024-11-02 14:48,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.4_1,Arkansas,USA.4.43_1,Lonoke,,,NE
4876074709,,,en,CC_BY_NC_4_0,2016-07-10 21:00,,https://sernecportal.org/portal/collections/individual/index.php?occid=10251938,,,,3e0c5f10-0b35-44c5-8084-3775df06070b,,UARK,,,,PRESERVED_SPECIMEN,,,,717e5cbd-d077-4697-82b3-a1246355b3eb,UARK022832,925,Lillis Urban; Jeremy Whisenhunt,,,,,,,,,,,,,,,PRESENT,,,,,,,,Woody shrub to 0.5 meters; corolla cream.,,,,,,,,,,,,,,,2005-04-12,,102,102,2005,4,12,12 April 2005,Lowland hardwood forest.,,,,,,,,,,NORTH_AMERICA,,,,US,Arkansas,Lonoke,,Mississippi Alluvial Plain. Holland Bottoms Natural Area; approx. 4 miles northeast of Jacksonville. Cabot Quad T3N R10W S15,,,,,,,,,34.895417,-92.066248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104584,,,,,,,,Vaccinium virgatum Aiton,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Asterids|Ericales|Ericaceae|Vaccinium,Plantae,Tracheophyta,Magnoliopsida,Ericales,,Ericaceae,,,,Vaccinium,Vaccinium,,,virgatum,,,SPECIES,,,,SYNONYM,,,f523ee81-ea8c-4b30-a058-4375747e692a,US,2024-11-02 14:50,,,,,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;INSTITUTION_MATCH_FUZZY,StillImage,TRUE,FALSE,2882884,2882849,6,7707728,220,1353,2505,2882813,,2882849,Vaccinium corymbosum,Vaccinium corymbosum L.,Vaccinium virgatum,,DWC_ARCHIVE,2024-11-02 14:50,2024-11-02 14:48,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.4_1,Arkansas,USA.4.43_1,Lonoke,,,NE
4876074688,,,en,CC_BY_NC_4_0,2016-07-10 21:00,,https://sernecportal.org/portal/collections/individual/index.php?occid=10251926,,,,3e0c5f10-0b35-44c5-8084-3775df06070b,,UARK,,,,PRESERVED_SPECIMEN,,,,95432fa9-489b-4442-a473-9b70241722e1,UARK022831,727,Lillis Urban; Sarah Jacobs,,,,,,,,,,,,,,,PRESENT,,,,,,"Quercus, Liquidambar styraciflua, Fraxinus americana",,"Shrub reaching 50 cm; fruit green, maturing deep red.",,,,,,,,,,,,,,,2004-08-10,,223,223,2004,8,10,10 August 2004,"Lowland hardwood forest bisected by slow moving drainages and dirt roads; forest dominated by Quercus spp., Liquidambar styraciflua, and Fraxinus american.",,,,,,,,,,NORTH_AMERICA,,,,US,Arkansas,Lonoke,,Mississippi Alluvial Plain. Holland Bottoms Willow-Oak Forest Preserve; near Pickthorne Reservoir. Cabot Quad T3N R10W S15,,,,,,,,,34.895343,-92.069565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104584,,,,,,,,Vaccinium virgatum Aiton,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Asterids|Ericales|Ericaceae|Vaccinium,Plantae,Tracheophyta,Magnoliopsida,Ericales,,Ericaceae,,,,Vaccinium,Vaccinium,,,virgatum,,,SPECIES,,,,SYNONYM,,,f523ee81-ea8c-4b30-a058-4375747e692a,US,2024-11-02 14:50,,,,,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;INSTITUTION_MATCH_FUZZY,StillImage,TRUE,FALSE,2882884,2882849,6,7707728,220,1353,2505,2882813,,2882849,Vaccinium corymbosum,Vaccinium corymbosum L.,Vaccinium virgatum,,DWC_ARCHIVE,2024-11-02 14:50,2024-11-02 14:48,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.4_1,Arkansas,USA.4.43_1,Lonoke,,,NE
4876074255,,,en,CC_BY_NC_4_0,2016-07-10 21:00,,https://sernecportal.org/portal/collections/individual/index.php?occid=10251914,,,,3e0c5f10-0b35-44c5-8084-3775df06070b,,UARK,,,,PRESERVED_SPECIMEN,,,,043f18ce-72d0-47a8-ab61-50c6c950912a,UARK022830,915,Lillis Urban; Jeremy Whisenhunt,,,,,,,,,,,,,,,PRESENT,,,,,,,,Woody shrub reaching 0.5 meters; corolla cream.,,,,,,,,,,,,,,,2005-04-11,,101,101,2005,4,11,11 April 2005,"Roadside, ruderal vegetation.",,,,,,,,,,NORTH_AMERICA,,,,US,Arkansas,Lonoke,,Mississippi Alluvial Plain. Intersection of Lewisburg Rd. and Eagle View Rd; west of Ward.,,,,,,,,,35.046528,-92.091525,129,,,,,,,,karenseale,,,GeoLocate (CoGe),"Used Google Hybrid & Streets maps, placed marker jct. W. Lewisburg & Eagleview Rds. west of Ward.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,104584,,,,,,,,Vaccinium virgatum Aiton,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Asterids|Ericales|Ericaceae|Vaccinium,Plantae,Tracheophyta,Magnoliopsida,Ericales,,Ericaceae,,,,Vaccinium,Vaccinium,,,virgatum,,,SPECIES,,,,SYNONYM,,,f523ee81-ea8c-4b30-a058-4375747e692a,US,2024-11-02 14:50,,,,,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;INSTITUTION_MATCH_FUZZY,StillImage,TRUE,FALSE,2882884,2882849,6,7707728,220,1353,2505,2882813,,2882849,Vaccinium corymbosum,Vaccinium corymbosum L.,Vaccinium virgatum,,DWC_ARCHIVE,2024-11-02 14:50,2024-11-02 14:48,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.4_1,Arkansas,USA.4.43_1,Lonoke,,,NE
4876074244,,,en,CC_BY_NC_4_0,2016-07-10 21:00,,https://sernecportal.org/portal/collections/individual/index.php?occid=10251905,,,,3e0c5f10-0b35-44c5-8084-3775df06070b,,UARK,,,,PRESERVED_SPECIMEN,,,,1438c0cb-232a-4922-952b-9a33a17e8e6b,UARK022829,710,Lillis Urban; Sarah Jacobs,,,,,,,,,,,,,,,PRESENT,,,,,,"Quercus, Liquidambar styraciflua, Fraxinus americana",,Shrub to 0.5 m; fruit green maturing purple.,,,,,,,,,,,,,,,2004-08-10,,223,223,2004,8,10,10 August 2004,"Lowland hardwood forest bisected by slow moving drainages and dirt roads; forest dominated by Quercus spp., Liquidambar styraciflua and Fraxinus americana.",,,,,,,,,,NORTH_AMERICA,,,,US,Arkansas,Lonoke,,Mississippi Alluvial Plain. Holland Bottoms Willow-Oak Forest Preserve; near Pickthorne Reservoir. Cabot Quad T3N R10W S15,,,,,,,,,34.895417,-92.066248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104584,,,,,,,,Vaccinium virgatum Aiton,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Asterids|Ericales|Ericaceae|Vaccinium,Plantae,Tracheophyta,Magnoliopsida,Ericales,,Ericaceae,,,,Vaccinium,Vaccinium,,,virgatum,,,SPECIES,,,,SYNONYM,,,f523ee81-ea8c-4b30-a058-4375747e692a,US,2024-11-02 14:50,,,,,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;INSTITUTION_MATCH_FUZZY,StillImage,TRUE,FALSE,2882884,2882849,6,7707728,220,1353,2505,2882813,,2882849,Vaccinium corymbosum,Vaccinium corymbosum L.,Vaccinium virgatum,,DWC_ARCHIVE,2024-11-02 14:50,2024-11-02 14:48,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.4_1,Arkansas,USA.4.43_1,Lonoke,,,NE
4876061476,,,en,CC_BY_NC_4_0,2019-07-10 21:00,,https://sernecportal.org/portal/collections/individual/index.php?occid=10251836,,,,3e0c5f10-0b35-44c5-8084-3775df06070b,,UARK,,,,PRESERVED_SPECIMEN,,,,590b521b-8c91-4188-bef7-944e122e38a6,UARK022825,2740,Robert McElderry; Marisa Williams,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,2005-08-15,,227,227,2005,8,15,15 August 2005,"Mixed hardwood-pine forest along dry stream bed; filtering canopy of oak, hickory, black gum, sweet gum, and dogwood; grasses abundant; fine gravel-sand soil.",,,,,,,,,,NORTH_AMERICA,,,,US,Arkansas,Lincoln,,West Gulf Coastal Plain. 4.3 miles SE of Star City; Cane Creek State Park; 4.6 miles E of US 425; on AR 293; Delta View Trail. Star City Quad T9S R7W S24 NE4,,,,,,,,,33.918707,-91.775876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104584,,,,,,,,Vaccinium virgatum Aiton,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Asterids|Ericales|Ericaceae|Vaccinium,Plantae,Tracheophyta,Magnoliopsida,Ericales,,Ericaceae,,,,Vaccinium,Vaccinium,,,virgatum,,,SPECIES,,,,SYNONYM,,,f523ee81-ea8c-4b30-a058-4375747e692a,US,2024-11-02 14:49,,,,,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;INSTITUTION_MATCH_FUZZY,StillImage,TRUE,FALSE,2882884,2882849,6,7707728,220,1353,2505,2882813,,2882849,Vaccinium corymbosum,Vaccinium corymbosum L.,Vaccinium virgatum,,DWC_ARCHIVE,2024-11-02 14:49,2024-11-02 14:48,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.4_1,Arkansas,USA.4.40_1,Lincoln,,,NE
4876061446,,,en,CC_BY_NC_4_0,2016-07-10 21:00,,https://sernecportal.org/portal/collections/individual/index.php?occid=10251870,,,,3e0c5f10-0b35-44c5-8084-3775df06070b,,UARK,,,,PRESERVED_SPECIMEN,,,,a2363425-b1a5-4ba4-87b1-dbc6afbef556,UARK022828,9937,Sarah C. Nunn; Laura Eason,,,,,,,,,,,,,,,PRESENT,,,,,,"Carex, Chasmanthium latifolium",,,,,,,,,,,,,,,,,2004-06-03,,155,155,2004,6,3,3 June 2004,Bottomland hardwood oak-hickory forest with understory of Carex spp. and Chasmanthium latifolium.,,,,,,,,,,NORTH_AMERICA,,,,US,Arkansas,Lonoke,,Mississippi Alluvial Plain. Holland Bottoms NA; 1 mile S of Pickthorne Reservoir off Holland Bottoms Road; 3 air miles NE of Jacksonville. Cabot Quad T3N R10W S15 NE4,,,,,,,,,34.895477,-92.069454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104584,,,,,,,,Vaccinium virgatum Aiton,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Asterids|Ericales|Ericaceae|Vaccinium,Plantae,Tracheophyta,Magnoliopsida,Ericales,,Ericaceae,,,,Vaccinium,Vaccinium,,,virgatum,,,SPECIES,,,,SYNONYM,,,f523ee81-ea8c-4b30-a058-4375747e692a,US,2024-11-02 14:49,,,,,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;INSTITUTION_MATCH_FUZZY,StillImage,TRUE,FALSE,2882884,2882849,6,7707728,220,1353,2505,2882813,,2882849,Vaccinium corymbosum,Vaccinium corymbosum L.,Vaccinium virgatum,,DWC_ARCHIVE,2024-11-02 14:49,2024-11-02 14:48,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.4_1,Arkansas,USA.4.43_1,Lonoke,,,NE
4876061435,,,en,CC_BY_NC_4_0,2019-07-10 21:00,,https://sernecportal.org/portal/collections/individual/index.php?occid=10251850,,,,3e0c5f10-0b35-44c5-8084-3775df06070b,,UARK,,,,PRESERVED_SPECIMEN,,,,a7dac7bd-fc48-44c6-8dc7-2081c6bbc23d,UARK022826,1771,Robert McElderry; Jay Bost,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,2005-06-14,,165,165,2005,6,14,14 June 2005,"Powerline clearing, dominantly grasses with oak, hickory, sweet gum saplings; transected by a small sand-bottomed stream.",,,,,,,,,,NORTH_AMERICA,,,,US,Arkansas,Lincoln,,West Gulf Coastal Plain; 5 miles SE of Star City; 4 miles E of US 425 on SH 54; 0.5 miles N on Garnett Rd. Relfs Bluff Quad T10S R7W S2 SW4,,,,,,,,,33.871629,-91.801286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104584,,,,,,,,Vaccinium virgatum Aiton,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Asterids|Ericales|Ericaceae|Vaccinium,Plantae,Tracheophyta,Magnoliopsida,Ericales,,Ericaceae,,,,Vaccinium,Vaccinium,,,virgatum,,,SPECIES,,,,SYNONYM,,,f523ee81-ea8c-4b30-a058-4375747e692a,US,2024-11-02 14:49,,,,,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;INSTITUTION_MATCH_FUZZY,StillImage,TRUE,FALSE,2882884,2882849,6,7707728,220,1353,2505,2882813,,2882849,Vaccinium corymbosum,Vaccinium corymbosum L.,Vaccinium virgatum,,DWC_ARCHIVE,2024-11-02 14:49,2024-11-02 14:48,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.4_1,Arkansas,USA.4.40_1,Lincoln,,,NE
4876061434,,,en,CC_BY_NC_4_0,2019-07-10 21:00,,https://sernecportal.org/portal/collections/individual/index.php?occid=10251858,,,,3e0c5f10-0b35-44c5-8084-3775df06070b,,UARK,,,,PRESERVED_SPECIMEN,,,,0b167414-4a48-4a2e-bd34-8d17da00a8b7,UARK022827,1060,Mrs. Jim (Louise) Miller,,,,,,,,,,,,,,,PRESENT,,,,,,,,Bell shaped flower.,,,,,,,,,,,,,,,1975-04-23,,113,113,1975,4,23,4/23/1975,"Flat land-farm land, cut over deciduous and pine.",,,,,,,,,,NORTH_AMERICA,,,,US,Arkansas,Lincoln,,"Lincoln Co. Rd #12, .1 mi S of Jefferson-Lincoln Co. line. Farm land to W, on W side of road. T7S R8W S6 NE",,,,,,,,,34.092048,-91.942301,76,,,,,,,,karenseale,,,GeoLocate (CoGe),Used Google Hybrid map supplemented with Google Earth Pro with historical tab. Measured S. from Jefferson-Lincoln Co. line; confirmed historical habitat. Disregarded TRS because as stated this would be in different county.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104584,,,,,,,,Vaccinium virgatum Aiton,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Asterids|Ericales|Ericaceae|Vaccinium,Plantae,Tracheophyta,Magnoliopsida,Ericales,,Ericaceae,,,,Vaccinium,Vaccinium,,,virgatum,,,SPECIES,,,,SYNONYM,,,f523ee81-ea8c-4b30-a058-4375747e692a,US,2024-11-02 14:49,,,,,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;INSTITUTION_MATCH_FUZZY,StillImage,TRUE,FALSE,2882884,2882849,6,7707728,220,1353,2505,2882813,,2882849,Vaccinium corymbosum,Vaccinium corymbosum L.,Vaccinium virgatum,,DWC_ARCHIVE,2024-11-02 14:49,2024-11-02 14:48,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.4_1,Arkansas,USA.4.40_1,Lincoln,,,NE
4876049742,,,en,CC_BY_NC_4_0,2016-07-10 21:00,,https://sernecportal.org/portal/collections/individual/index.php?occid=10255049,,,,3e0c5f10-0b35-44c5-8084-3775df06070b,,UARK,,,,PRESERVED_SPECIMEN,,,,05e60cea-cdf4-409a-8fc8-08ea0d03c8a1,UARK023553,05-0485,Theo Witsell,,,,,,,fruit,,,,,,,,PRESENT,,,herbariumSpecimenDuplicate: https://sernecportal.org/portal/collections/individual/index.php?guid=6289a884-1e5e-4d86-90c0-03827745a6db,,,,,Scattered.; Small shrub to 4 feet tall.,,,,,,,,,,,,,,,2005-05-24,,144,144,2005,5,24,2005-5-24,Transmission powerline right-of-way through Pinus taeda flatwoods. Area has a prairie-like flora and is remnant of the herbaceous layer of the open pine flatwoods (now largely pine plantations). Soil very sandy. Full sun.,,,,,,,,,,NORTH_AMERICA,,,,US,Arkansas,Saline,,West Gulf Coastal Plain. USGS Spring Lake 7.5' Quad. South of Lorance Creek and north of Maple Creek.,,,,,,,,,34.56667,-92.25608,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theo Witsell,,2005-05-24 0:00,,,,104584,,,,,,,,Vaccinium virgatum Aiton,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Asterids|Ericales|Ericaceae|Vaccinium,Plantae,Tracheophyta,Magnoliopsida,Ericales,,Ericaceae,,,,Vaccinium,Vaccinium,,,virgatum,,,SPECIES,,,,SYNONYM,,,f523ee81-ea8c-4b30-a058-4375747e692a,US,2024-11-02 14:49,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;INSTITUTION_MATCH_FUZZY,StillImage,TRUE,FALSE,2882884,2882849,6,7707728,220,1353,2505,2882813,,2882849,Vaccinium corymbosum,Vaccinium corymbosum L.,Vaccinium virgatum,,DWC_ARCHIVE,2024-11-02 14:49,2024-11-02 14:48,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.4_1,Arkansas,USA.4.63_1,Saline,,,NE
